,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,MAS,1e-05,0.1841157993132418,0.42450228,0.628272268697476,0.2527437539021303,0.49305266,0.5101668636998723
1,MAS,0.0001,0.1867895494033764,0.4283691,0.620853778348607,0.2460240083323283,0.48798567,0.5134583586477011
2,MAS,0.001,0.2413715664539244,0.48586318,0.6004652298065256,0.2682191428184122,0.51174134,0.4839175231865678
3,MAS,0.01,0.2227997380224141,0.46576667,0.5232054105905102,0.2528190985612281,0.49622554,0.4360109973244327
4,MAS,0.1,0.2167397428836141,0.46100056,0.625255390569211,0.254421080755336,0.49829492,0.5153151604942591
5,MAS,1.0,0.1882116398834563,0.42935336,0.6331125925182971,0.2351184264454361,0.47768283,0.5250713921617419
6,MAS,10.0,0.1882479588029446,0.4297347,0.6260733319605257,0.2496772711395056,0.49115396,0.5153974177743903
7,MAS,100.0,0.1924423129817882,0.43427792,0.6289597366940467,0.2419471426395239,0.48443127,0.5152285619312386
8,MAS,1000.0,0.1831535753588397,0.4236086,0.620004598420924,0.2406857373555759,0.4822416,0.5012622339626187
0,MAS,10000,0.19535836983810773,0.4366889,0.6264713242822983,0.2578405943928988,0.49870658,0.5067337145175813
