,Strategy,RAM,CPU,GPU_U,GPU_Mem
0,1e-05,18.375,76.01000000000009,0.0,0.0
1,0.0001,17.125,75.37000000000008,0.0,0.0
2,0.001,20.25,74.67000000000021,0.0,0.0
3,0.01,20.5,74.6499999999998,0.0,0.0
4,0.1,27.234375000000227,74.01999999999992,0.0,0.0
5,1.0,28.12109375,74.61000000000008,0.0,0.0
6,10.0,20.125,74.79999999999968,0.0,0.0
7,100.0,20.984375,75.16000000000028,0.0,0.0
8,1000.0,20.25,74.75999999999996,0.0,0.0
9,10000.0,15.746093750000227,75.94999999999999,0.0,0.0
