,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,MAS,1e-05,0.200033100829883,0.44193128,0.6232857676527004,0.2479837999425151,0.49051207,0.5048702798614839
1,MAS,0.0001,0.1977547265879519,0.43987358,0.6250363276519686,0.238063264333389,0.4814456,0.5144758614184761
2,MAS,0.001,0.1834586731508954,0.4236836,0.6271731521949901,0.2411998987439778,0.48280203,0.5173681117147227
3,MAS,0.01,0.1960139956276912,0.43754736,0.6231148211682381,0.2362013168874886,0.47923744,0.512226893943675
4,MAS,0.1,0.1951175911182707,0.43768618,0.6259147853644041,0.2478208067210076,0.49049765,0.5152512558657794
5,MAS,1.0,0.1891083049212957,0.4303939,0.6189190244555985,0.2427837093106725,0.48495245,0.5014096243039058
6,MAS,10.0,0.1943313241875791,0.4361541,0.6252989575816316,0.2389913058077747,0.4821698,0.5100759592889365
7,MAS,100.0,0.1890991234837414,0.4306052,0.624412080966047,0.2398460775323502,0.48252362,0.5091410334515831
8,MAS,1000.0,0.1927268159660426,0.43408757,0.615961822774603,0.241669185004838,0.48430195,0.4924013036807076
0,MAS,10000,0.18772212696539892,0.42876217,0.6228485531393061,0.2440244841982018,0.4860434,0.5045445448825099
