,round,Loss,RMSE
0,1.0,0.2009982913732528,0.4483283162117004
1,2.0,0.1989945471286773,0.4460879862308502
2,3.0,0.2011629194021225,0.4485118985176086
3,4.0,0.1999421268701553,0.447148859500885
4,5.0,0.2014490664005279,0.448830783367157
5,6.0,0.206852912902832,0.4548108577728271
6,7.0,0.1980496495962143,0.4450277090072632
7,8.0,0.2069893926382064,0.4549608528614044
8,9.0,0.2043837755918502,0.4520882368087768
0,10.0,0.2053723931312561,0.45318031311035156
