,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,SI,1e-05,0.1892463331679245,0.4305663,0.6345659898368339,0.2465055391040383,0.48714703,0.5199767354822943
1,SI,0.0001,0.1844747703667584,0.4255333,0.6279123341407409,0.2444841577893211,0.4862756,0.5043717202934751
2,SI,0.001,0.1854437085037881,0.42671567,0.6278875773279379,0.24822658855392,0.48873407,0.5209036180853894
3,SI,0.01,0.1854291086556849,0.42667443,0.6318592457365305,0.2470553597929526,0.48858875,0.5050518876288781
4,SI,0.1,0.1880164218510125,0.42933625,0.6360664490374309,0.2417601175403513,0.4831006,0.5256885695584509
5,SI,1.0,0.1837367130467644,0.42501026,0.6245589638556021,0.2355663676549788,0.4785089,0.5227391636520275
6,SI,10.0,0.1821942842722713,0.42351967,0.625753805394785,0.2340933086008441,0.47839743,0.5273685933953515
7,SI,100.0,0.1881938179979076,0.42964435,0.6341899031224453,0.2312467789822289,0.4742055,0.5283863243106055
8,SI,1000.0,0.193213575846189,0.43470526,0.635157714532138,0.2333899827382596,0.47599044,0.5217753432888234
0,SI,10000,0.18597507012354866,0.42743617,0.6321736339094183,0.23582531686644165,0.47796935,0.5197275678858231
