,round,Loss,RMSE
0,1.0,0.2419999539852142,0.4919348955154419
1,2.0,0.2525733113288879,0.5025666952133179
2,3.0,0.2435771822929382,0.4935353994369507
3,4.0,0.2577639520168304,0.5077046155929565
4,5.0,0.2426072210073471,0.4925517439842224
5,6.0,0.2504854500293731,0.5004852414131165
6,7.0,0.2506482005119324,0.500647783279419
7,8.0,0.2529599964618683,0.5029512643814087
8,9.0,0.2380910068750381,0.4879457056522369
0,10.0,0.24618522822856903,0.4961705505847931
