,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,EWC,1e-05,0.1868324376545943,0.42710382,0.6102870331689979,0.2544319084813806,0.49431652,0.5106221282360685
1,EWC,0.0001,0.1955009549372382,0.43696293,0.6337602268962647,0.2776432700049715,0.51802003,0.4953721851535956
2,EWC,0.001,0.1833460564640435,0.4246467,0.6275680111136919,0.2578563570824204,0.49845555,0.5194208254132573
3,EWC,0.01,0.1878266206809452,0.428543,0.6305914944391007,0.234214279243127,0.47610503,0.5242229314964183
4,EWC,0.1,0.2149059533008507,0.4573223,0.5692131207119341,0.2394223959267545,0.4808196,0.527122364474952
5,EWC,1.0,0.1861308977104626,0.42791173,0.6134260254304292,0.2500764457698987,0.49122205,0.5263618453324617
6,EWC,10.0,0.1915370338148884,0.43262398,0.6293922303640263,0.2512002046264353,0.49257484,0.5263616035671886
7,EWC,100.0,0.181422784537464,0.4215774,0.6344735988431415,0.2343386555356638,0.4761226,0.5273771469995104
8,EWC,1000.0,0.2120793419224875,0.4550562,0.6293654201894544,0.237347842327186,0.48066115,0.5073459678772375
0,EWC,10000,0.1898403563960032,0.43134758,0.6279331345326654,0.2637911653843056,0.50637394,0.5201879721271364
