,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,EWC,1e-05,0.1868324376545943,0.42710382,0.6102870331689979,0.2508478433159845,0.49076656,0.5159135449750402
1,EWC,0.0001,0.1955009549372382,0.43696293,0.6337602268962647,0.2743072077003005,0.5148438,0.499342229450264
2,EWC,0.001,0.1833460564640435,0.4246467,0.6275680111136919,0.2542717896885686,0.4949619,0.5238254364724549
3,EWC,0.01,0.1878266206809452,0.428543,0.6305914944391007,0.2316227022703592,0.47348654,0.5283191829038484
4,EWC,0.1,0.2149059533008507,0.4573223,0.5692131207119341,0.2366818088360808,0.47801012,0.5310263785471585
5,EWC,1.0,0.1861308977104626,0.42791173,0.6134260254304292,0.2466683817785475,0.48783687,0.52973518742447
6,EWC,10.0,0.1915370338148884,0.43262398,0.6293922303640263,0.2483010073180322,0.48971266,0.5280490845980027
7,EWC,100.0,0.181422784537464,0.4215774,0.6344735988431415,0.2320227045396512,0.47379994,0.5309815928328417
8,EWC,1000.0,0.2120793419224875,0.4550562,0.6293654201894544,0.2353509105717787,0.47870094,0.509956587304763
0,EWC,10000,0.1898403563960032,0.43134758,0.6279331345326654,0.2619491570350992,0.50461423,0.5225013980230453
