,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
4,FedAvg-EWC,0.1,0.2522,0.495,0.5611,0.2805,0.5181,0.5575
3,FedAvg-EWCOnline,0.01,0.2628,0.5038,0.5465,0.2785,0.5165,0.5485
4,FedAvg-MAS,0.1,0.251,0.4941,0.5733,0.2641,0.5036,0.5523
2,FedAvg-NR,100,0.2515,0.4944,0.5769,0.2477,0.4915,0.5858
6,FedAvg-SI,10.0,0.2622,0.5046,0.5458,0.2499,0.4903,0.5699
