,Strategy,RAM Before,RAM After,CPU Before,CPU After,GPU Before,GPU After
0,1,1.31463623046875,1.3290290832519531,"(596.05, 12.24)","(610.81, 12.54)",0,0
1,10,1.3290290832519531,1.3462562561035156,"(610.81, 12.54)","(625.16, 12.84)",0,0
2,100,1.3462600708007812,1.3660850524902344,"(625.17, 12.84)","(639.31, 13.13)",0,0
3,1000,1.3660888671875,1.387287139892578,"(639.32, 13.13)","(653.59, 13.41)",0,0
0,10000,1.3872909545898438,1.3924636840820312,"(653.6, 13.41)","(667.82, 13.72)",0,0
