,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,NR,1,0.1911,0.4323,0.63,0.2686,0.511,0.5032
1,NR,10,0.1927,0.4343,0.6296,0.2367,0.4823,0.51
2,NR,100,0.1843,0.4254,0.6297,0.2175,0.4614,0.5398
3,NR,1000,0.2049,0.4474,0.6133,0.2122,0.4562,0.5513
0,NR,10000,0.1951,0.4371,0.6289,0.2142,0.4582,0.5335
