,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,NR,1,0.1911,0.4323,0.63,0.2654,0.508,0.5059
1,NR,10,0.1927,0.4343,0.6296,0.2357,0.4813,0.5073
2,NR,100,0.1843,0.4254,0.6297,0.2166,0.4605,0.5389
3,NR,1000,0.2049,0.4474,0.6133,0.2115,0.4556,0.5501
0,NR,10000,0.1951,0.4371,0.6289,0.2138,0.4578,0.5312
