,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
8,FedAvg-EWC,1000.0,0.1789,0.4191,0.6203,0.2256,0.4697,0.5411
8,FedAvg-EWCOnline,1000.0,0.1797,0.4197,0.634,0.226,0.4704,0.5425
4,FedAvg-MAS,0.1,0.1836,0.4239,0.6396,0.2318,0.4737,0.5345
3,FedAvg-NR,1000,0.1819,0.422,0.6315,0.2213,0.4655,0.5396
3,FedAvg-SI,0.01,0.1841,0.4246,0.6368,0.2402,0.4812,0.529
