,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
8,FedAvg-EWC,1000.0,0.1789,0.4191,0.6203,0.2263,0.4703,0.5447
8,FedAvg-EWCOnline,1000.0,0.1797,0.4197,0.634,0.2268,0.4711,0.5457
4,FedAvg-MAS,0.1,0.1836,0.4239,0.6396,0.2345,0.4764,0.5309
3,FedAvg-NR,1000,0.1819,0.422,0.6315,0.2224,0.4665,0.5413
7,FedAvg-SI,100.0,0.1819,0.4225,0.6351,0.2309,0.4738,0.5264
