,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,EWCOnline,1e-05,0.1928722363981333,0.43474,0.6298621860864161,0.2456205293890975,0.48619375,0.5185727182571883
1,EWCOnline,0.0001,0.1873288534388139,0.42886645,0.6316853858194023,0.248776614894064,0.48975462,0.520514463087741
2,EWCOnline,0.001,0.185408717626101,0.4266235,0.6289191394371914,0.2557349043841265,0.49543852,0.518031456873995
3,EWCOnline,0.01,0.1911565203751836,0.43234196,0.6283865198012326,0.2382024365166823,0.48018155,0.5237335452411325
4,EWCOnline,0.1,0.1875129502218265,0.4287044,0.6171819803012012,0.2357419845299656,0.47756535,0.5244687742772643
5,EWCOnline,1.0,0.1868462839296885,0.42761907,0.6321996016801292,0.2466476544940553,0.4879138,0.5246539394225074
6,EWCOnline,10.0,0.1907182023316234,0.43197504,0.6309988615578018,0.2362350299447571,0.4804842,0.530349597116111
7,EWCOnline,100.0,0.1827296014246228,0.42309386,0.6296959855546745,0.2444876807988906,0.48851642,0.5327434555352564
8,EWCOnline,1000.0,0.1857686924760218,0.42648235,0.6283529083229571,0.2617850725342627,0.5052177,0.5235995890347989
0,EWCOnline,10000,0.19206532797256073,0.43313178,0.6308912038766197,0.23621100524351707,0.48004112,0.5165046681136709
