,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,EWCOnline,1e-05,0.1928722363981333,0.43474,0.6298621860864161,0.2422831855303087,0.48287573,0.5232484247879461
1,EWCOnline,0.0001,0.1873288534388139,0.42886645,0.6316853858194023,0.2454644744369116,0.4864779,0.5248283738596877
2,EWCOnline,0.001,0.185408717626101,0.4266235,0.6289191394371914,0.2521011199439307,0.4918797,0.5223191276210984
3,EWCOnline,0.01,0.1911565203751836,0.43234193,0.6283865198012326,0.2353430264375426,0.47733855,0.527612927664134
4,EWCOnline,0.1,0.1875129502218265,0.4287044,0.6171819803012012,0.2330838460305875,0.474886,0.5282014440699537
5,EWCOnline,1.0,0.1868462839296885,0.4276191,0.6321996016801292,0.243762701672393,0.48506492,0.5275142815455607
6,EWCOnline,10.0,0.1907182023316234,0.43197504,0.6309988615578018,0.2351520626624296,0.47941017,0.5289524998587417
7,EWCOnline,100.0,0.1827296014246228,0.42309383,0.6296959855546745,0.2447243376211686,0.4888234,0.5294590056039657
8,EWCOnline,1000.0,0.1857686924760218,0.42648235,0.6283529083229571,0.2623594078247423,0.5058447,0.5199551779089959
0,EWCOnline,10000,0.19206532797256073,0.4331318,0.6308912038766197,0.23691432276474578,0.48086607,0.5145595232086465
