,Strategy,RAM Before,RAM After,CPU Before,CPU After,GPU Before,GPU After
0,1,2.5870018005371094,2.606388092041016,"(6392.69, 88.97)","(6467.08, 90.07)",0,0
1,10,2.606388092041016,2.627262115478516,"(6467.08, 90.07)","(6541.73, 91.13)",0,0
2,100,2.627262115478516,2.647403717041016,"(6541.73, 91.13)","(6616.44, 92.18)",0,0
3,1000,2.647403717041016,2.667179107666016,"(6616.44, 92.18)","(6691.07, 93.25)",0,0
0,10000,2.6671791076660156,2.686450958251953,"(6691.07, 93.25)","(6765.89, 94.36)",0,0
