,Strategy,RAM Before,RAM After,CPU Before,CPU After,GPU Before,GPU After
0,1,1.3799057006835938,1.3961181640625,"(728.99, 21.35)","(746.73, 21.83)",0,0
1,10,1.3961219787597656,1.4166297912597656,"(746.73, 21.83)","(764.02, 22.2)",0,0
2,100,1.4166336059570312,1.4370346069335938,"(764.03, 22.2)","(781.62, 22.71)",0,0
3,1000,1.437042236328125,1.4573860168457031,"(781.63, 22.72)","(799.34, 23.21)",0,0
0,10000,1.4573936462402344,1.4747848510742188,"(799.34, 23.21)","(817.46, 23.74)",0,0
