,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,NR,1,0.1815,0.4221,0.6257,0.2352,0.4786,0.5088
1,NR,10,0.182,0.4225,0.6361,0.2318,0.474,0.5156
2,NR,100,0.1804,0.421,0.6327,0.2192,0.463,0.5371
3,NR,1000,0.1819,0.422,0.6315,0.2224,0.4665,0.5413
0,NR,10000,0.1876,0.4284,0.6354,0.2167,0.4605,0.5394
