,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,NR,1,0.2011946445064885,0.44382602,0.6252571189380882,0.2391643086765088,0.481876,0.4944092049272429
1,NR,10,0.2257864323819612,0.46866056,0.5367852746321894,0.2259107296209351,0.4700561,0.5225323737309127
2,NR,100,0.186121607658925,0.42690846,0.6309014753022755,0.2178283624452393,0.46232086,0.5205612075676553
3,NR,1000,0.1837904303298368,0.42393196,0.6274915677510998,0.2202784614194007,0.46474448,0.5272166936690725
0,NR,10000,0.19065899450283547,0.43131265,0.6261755428603176,0.21443552288169765,0.4582854,0.5360192396930457
