,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,EWCOnline,1e-05,0.1816176236546658,0.42232722,0.6294849195515629,0.2385477013160268,0.4798057,0.5284534587444238
1,EWCOnline,0.0001,0.1791892908029742,0.41975343,0.6184548769215066,0.2452618697246947,0.48665002,0.5235615410388856
2,EWCOnline,0.001,0.1841911944476041,0.4251002,0.6374835529042392,0.2429162166262795,0.48391694,0.5242435652400387
3,EWCOnline,0.01,0.1863485071082394,0.42736366,0.6340363258098857,0.2438420199994723,0.4843045,0.5271649344142811
4,EWCOnline,0.1,0.1844627958323274,0.4249225,0.6300186143333257,0.250000987194672,0.49075413,0.5311250955088133
5,EWCOnline,1.0,0.1841654110361229,0.42461476,0.6314989146743984,0.2343049506814061,0.47663915,0.531824239316191
6,EWCOnline,10.0,0.182116574426363,0.42246112,0.6277777827908116,0.2278811591520131,0.47110796,0.5229522136918945
7,EWCOnline,100.0,0.1830936642242716,0.42372724,0.6369115341099318,0.2420089808183831,0.48629874,0.5341618480556254
8,EWCOnline,1000.0,0.1835405264872235,0.4243057,0.637513503893757,0.2510391733863137,0.4948321,0.5375013076303815
0,EWCOnline,10000,0.18333908901005597,0.42363948,0.6348064269776151,0.25260008116337385,0.49605897,0.5335511766037151
