,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,MAS,1e-05,0.1814902692355892,0.4221024,0.6296655497409792,0.2397296173957648,0.4815166,0.5131929037599048
1,MAS,0.0001,0.1877402764345918,0.42882663,0.6374021297246981,0.2404361077717372,0.48297316,0.5154241239353765
2,MAS,0.001,0.1902820527940601,0.4311309,0.6400680633753524,0.2361505168018403,0.4788179,0.5221657210963446
3,MAS,0.01,0.1837460304332244,0.42460024,0.6293315795333226,0.2400122650161192,0.48209366,0.5178553222717172
4,MAS,0.1,0.1902320201617556,0.4314341,0.6339964976982342,0.2346550492690755,0.47768676,0.5194594359142056
5,MAS,1.0,0.1868333022122259,0.42804843,0.6304488879259577,0.2367246871886702,0.4796253,0.5085206019772782
6,MAS,10.0,0.1895502907308665,0.43083784,0.6357162097905293,0.2469035026460111,0.48887622,0.5206549237904542
7,MAS,100.0,0.192200029534953,0.43350828,0.6330870325412792,0.2384671674243041,0.48124412,0.5217976677464398
8,MAS,1000.0,0.1916726567818747,0.43322387,0.6332839917198653,0.2369828516835129,0.48009562,0.5130658665537375
0,MAS,10000,0.1813449514666935,0.42167118,0.6339536977337222,0.23873750859653795,0.48050672,0.5169474853355198
