,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,SI,1e-05,0.2013302972274167,0.44412592,0.6287588908174141,0.2799557524980331,0.5187545,0.490662304920058
1,SI,0.0001,0.2377926219109591,0.48256782,0.587241448681005,0.2484394302528326,0.48990357,0.5212493289331688
2,SI,0.001,0.1906791016362704,0.431375,0.627189400276818,0.2513172914381741,0.49158946,0.5157305596100271
3,SI,0.01,0.1952757884736184,0.4374436,0.6301552012625184,0.2502829440850384,0.4916797,0.5182658208254609
4,SI,0.1,0.195113485267797,0.4381776,0.6230200166150471,0.2450250735138954,0.48662898,0.525490974571793
5,SI,1.0,0.1892924954171304,0.42971998,0.627772247050432,0.2430230141902456,0.48476353,0.5171915228948308
6,SI,10.0,0.1957071450139795,0.43823287,0.6255465447138927,0.2315652914801422,0.47515854,0.5334617888858503
7,SI,100.0,0.1891499266221925,0.43048105,0.6222761614185826,0.2443605362862145,0.48647442,0.5023649804187269
8,SI,1000.0,0.1825571352882044,0.42279384,0.6325791404431603,0.2422780538750749,0.48460975,0.521577236407418
0,SI,10000,0.20709280089124457,0.44937274,0.6159890685858758,0.2603609778595214,0.50246274,0.5268991535601252
