,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,SI,1e-05,0.2013302972274167,0.44412592,0.6287588908174141,0.2761146001662913,0.5151635,0.4947111383190656
1,SI,0.0001,0.2377926219109591,0.48256782,0.587241448681005,0.2451610750192171,0.4866381,0.5257993056090651
2,SI,0.001,0.1906791016362704,0.431375,0.627189400276818,0.2481822322691222,0.48847824,0.520573830164905
3,SI,0.01,0.1952757884736184,0.4374436,0.6301552012625184,0.247205899179272,0.48862123,0.5219170094058245
4,SI,0.1,0.195113485267797,0.4381776,0.6230200166150471,0.241980651555607,0.4835837,0.529266117379193
5,SI,1.0,0.1892924954171304,0.42971998,0.627772247050432,0.2402067224966821,0.48192197,0.5212513396569971
6,SI,10.0,0.1957071450139795,0.43823287,0.6255465447138927,0.2329909451354246,0.47671962,0.5281227577464072
7,SI,100.0,0.1891499266221925,0.43048105,0.6222761614185826,0.2468811966914248,0.48905993,0.4964968031224283
8,SI,1000.0,0.1825571352882044,0.42279384,0.6325791404431603,0.2447611592419735,0.4872058,0.5159698491458669
0,SI,10000,0.20709280089124457,0.44937274,0.6159890685858758,0.26262480708492264,0.50483954,0.5218085798305373
