,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,EWCOnline,1e-05,0.1865495268207091,0.42777446,0.6282280284250397,0.2462921379780283,0.4869483,0.5195818851086188
1,EWCOnline,0.0001,0.1896906733609639,0.43135953,0.6303754868327928,0.2528805296082481,0.49358088,0.5188300505887212
2,EWCOnline,0.001,0.1932462520123302,0.43545887,0.6244071654113984,0.2471825837024621,0.48782942,0.5157340977684352
3,EWCOnline,0.01,0.1894950158410258,0.43054456,0.6238321479226262,0.2492854208463714,0.48993662,0.521879816746552
4,EWCOnline,0.1,0.1851491739900854,0.42589408,0.6263074914018429,0.2493815517851285,0.49043888,0.5267948366379543
5,EWCOnline,1.0,0.1895678809227107,0.4313045,0.6260367737216469,0.2443431497481809,0.4863612,0.5284967205791515
6,EWCOnline,10.0,0.1845194213576131,0.42514607,0.6249581870107966,0.2320708984217676,0.47465706,0.5299725428718904
7,EWCOnline,100.0,0.1876255917278202,0.42892763,0.6279688383911353,0.2299408136683256,0.47384098,0.5438480668455505
8,EWCOnline,1000.0,0.1892547727889055,0.43029597,0.6249933736803865,0.2568216903933456,0.5000796,0.5353349809983593
0,EWCOnline,10000,0.19290075755932115,0.4345686,0.6329983129062579,0.26499437685219607,0.5081549,0.523872077664061
