,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,EWC,1e-05,0.1863439174054505,0.42709082,0.6275917601524685,0.248214947401869,0.48912397,0.5253412045297761
1,EWC,0.0001,0.1854648827635622,0.4262224,0.6194996563254157,0.2469285746820929,0.48908776,0.5265591602931691
2,EWC,0.001,0.1830354895587865,0.42321435,0.6231536540788554,0.2514135052456336,0.49151486,0.5200280219469221
3,EWC,0.01,0.182708471336148,0.42377776,0.6310357555009865,0.2470151525066823,0.48795757,0.5233830283989304
4,EWC,0.1,0.1870935943896894,0.42783085,0.6299731881925141,0.245226969144174,0.48649582,0.5214259610608243
5,EWC,1.0,0.1830400917437169,0.42356044,0.6305255864064352,0.2365609778686851,0.4789076,0.5177268503065733
6,EWC,10.0,0.1879571653031683,0.42903,0.6291442025041569,0.2297223554480643,0.47415072,0.5359852195592705
7,EWC,100.0,0.1907606022795299,0.43262076,0.6291048730086919,0.2382149761479322,0.48305884,0.5389560159993907
8,EWC,1000.0,0.1827573963961044,0.42351812,0.6269272407406485,0.2410695748467023,0.48513073,0.5338522797212693
0,EWC,10000,0.18468740069633954,0.42542785,0.6318104208681021,0.24490862491787696,0.48840445,0.5351688190443332
