,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,EWC,1e-05,0.1863439174054505,0.42709082,0.6275917601524685,0.2448938107335722,0.4858273,0.5290893600227922
1,EWC,0.0001,0.1854648827635622,0.4262224,0.6194996563254157,0.2438476897969648,0.48607492,0.5306622886807136
2,EWC,0.001,0.1830354895587865,0.42321435,0.6231536540788554,0.2479587541264179,0.4881143,0.5245539860599719
3,EWC,0.01,0.182708471336148,0.4237778,0.6310357555009865,0.2438591756362032,0.4848075,0.5274496924719767
4,EWC,0.1,0.1870935943896894,0.42783085,0.6299731881925141,0.2421276721837265,0.48343012,0.5248641877904006
5,EWC,1.0,0.1830400917437169,0.4235604,0.6305255864064352,0.233996259406596,0.4763292,0.52181438233012
6,EWC,10.0,0.1879571653031683,0.42902997,0.6291442025041569,0.228680354879274,0.47311273,0.533907379014785
7,EWC,100.0,0.1907606022795299,0.43262076,0.6291048730086919,0.2380099255011066,0.48289305,0.5352736974918517
8,EWC,1000.0,0.1827573963961044,0.42351815,0.6269272407406485,0.2418676587329669,0.48605844,0.5312163699642242
0,EWC,10000,0.18468740069633954,0.42542788,0.6318104208681021,0.2459377269708104,0.489578,0.5319679601779603
