,round,Loss,RMSE
0,1.0,0.2242476195096969,0.4735479354858398
1,2.0,0.1915723979473114,0.4376898109912872
2,3.0,0.1889854818582534,0.4347245991230011
3,4.0,0.1801836788654327,0.4244804680347442
4,5.0,0.1963201016187667,0.4430802464485168
5,6.0,0.1872928887605667,0.4327735006809234
6,7.0,0.1923573464155197,0.4385856091976166
7,8.0,0.1905672997236251,0.4365401566028595
8,9.0,0.1909832954406738,0.4370163977146148
0,10.0,0.19959840178489685,0.44676437973976135
