,round,Loss,RMSE
0,1.0,0.2098737359046936,0.4581197798252105
1,2.0,0.2097789347171783,0.4580163061618805
2,3.0,0.2075660973787307,0.4555942118167877
3,4.0,0.2065347582101822,0.4544609487056732
4,5.0,0.2115795016288757,0.4599777162075043
5,6.0,0.2022540420293808,0.4497266411781311
6,7.0,0.2100381702184677,0.4582991898059845
7,8.0,0.2107154428958892,0.4590375125408172
8,9.0,0.2047249376773834,0.4524653851985931
0,10.0,0.2104598730802536,0.458759069442749
