,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,EWCOnline,1e-05,0.188182621323443,0.42895883,0.6355848642627648,0.2384409884595638,0.47993213,0.5281712834107585
1,EWCOnline,0.0001,0.1835532044241954,0.4242883,0.636309059823511,0.2433154299347238,0.48437068,0.5283638799956933
2,EWCOnline,0.001,0.1894709852512006,0.43068555,0.6353548012692638,0.2494588650569513,0.49039283,0.5221242875287806
3,EWCOnline,0.01,0.187701460651376,0.42859304,0.6357877237112479,0.2397046411192262,0.48076266,0.5250052607742361
4,EWCOnline,0.1,0.1857119922997889,0.42656004,0.6343724631398491,0.2541720530889058,0.49505886,0.5278338609269623
5,EWCOnline,1.0,0.1915318974620336,0.43353632,0.632514712153193,0.2451516379638538,0.48597443,0.5258475235606754
6,EWCOnline,10.0,0.1870295721311848,0.42822364,0.6336041780768391,0.2417337073134137,0.48469162,0.5363008863398843
7,EWCOnline,100.0,0.186001373043695,0.42665923,0.6307668100148386,0.2355862732686392,0.4797314,0.5289394676845747
8,EWCOnline,1000.0,0.1837117024636888,0.42466593,0.6287072832348494,0.2343979036798338,0.47684973,0.5125947898574925
0,EWCOnline,10000,0.1911510174440873,0.43252847,0.6321357295205335,0.2562168972808626,0.49780375,0.41140190465104776
